Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,Rarity,My Price,Price
1,1,Femeref Healer,Mirage,188,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Femeref Knight,Mirage,3,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
4,4,Fen Stalker,Prophecy,5,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Feral Instinct,Visions,218,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
4,4,Feral Thallid,Fallen Empires,219,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
4,4,Ferocity,Mercadian Masques,295,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
2,2,Fertile Ground,Urza's Saga,220,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.18
4,4,Fertile Ground,Invasion,52,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.18
37,8,Fervor,Magic 2013,27,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.47
1,1,Festering Evil,Weatherlight,144,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
2,2,Festival,The Dark,11,Good (Lightly Played),English,0,0,0,0,0,0,0,Common,$0.15,$0.15
5,5,Festival,The Dark,66,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Fetid Horror,Mirage,173,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
20,8,Fevered Visions,Shadows over Innistrad,211,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.75,$1.02
2,2,Fickle Efreet,Prophecy,146,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.33
1,1,Field of Dreams,Legends,124,Good (Lightly Played),English,0,0,0,0,0,0,0,Rare,$30.06,$34.09
34,8,Fiend of the Shadows,Dark Ascension,198,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.27
5,5,Fiendslayer Paladin,Magic 2014 Core Set,23,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.25,$2.21
1,1,Fiery Justice,Ice Age,20,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.32
1,1,Fiery Mantle,Urza's Saga,142,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Fight or Flight,Invasion,165,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.32
1,1,Final Fortune,Mirage,161,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.00,$1.03
7,7,Fire // Ice,Apocalypse,29,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.50,$0.47
4,4,Fire and Brimstone,The Dark,225,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.19
1,1,Fire Diamond,Classic Sixth Edition,79,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.28
2,2,Fire Drake,The Dark,222,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.20
3,3,Fire Elemental,Revised Edition,14,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
4,4,Fire Whip,Weatherlight,16,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.18
1,1,Fireball,Revised Edition,56,Good (Lightly Played),English,0,0,0,0,0,0,0,Common,$0.15,$0.15
8,8,Fireball,Revised Edition,76,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Fireblast,Visions,223,Near Mint,English,0,0,0,0,0,0,0,Common,$0.75,$0.97
1,1,Firebrand Ranger,Invasion,302,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
1,1,Firebreathing,Mirage,99,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Firebreathing,Classic Sixth Edition,4,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
10,8,Firebreathing,Revised Edition,157,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.13
23,8,Firedrinker Satyr,Theros,23,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.38
34,8,Firemane Avenger,Gatecrash,216,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.44
72,8,Firemind's Foresight,Return to Ravnica,265,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.28
5,5,Fires of Yavimaya,Invasion,149,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.31
4,4,Firescreamer,Invasion,213,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Firestorm,Weatherlight,93,Near Mint,English,0,0,0,0,0,0,0,Rare,$11.25,$11.58
20,8,Firewing Phoenix,Magic 2013,175,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.31
2,2,Fissure,The Dark,109,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
8,8,Fissure,The Dark,84,Good (Lightly Played),English,0,0,0,0,0,0,0,Common,$0.15,$0.16
1,1,Fit of Rage,Classic Sixth Edition,146,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
2,2,Fit of Rage,Weatherlight,149,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
52,8,Five-Alarm Fire,Gatecrash,68,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.15,$0.24
2,2,Flailing Manticore,Mercadian Masques,156,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.30
2,2,Flailing Soldier,Mercadian Masques,138,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
4,4,Flame Rift,Nemesis,228,Near Mint,English,0,0,0,0,0,0,0,Common,$0.50,$0.56
1,1,Flame Spirit,Classic Sixth Edition,1,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.10,$0.14
2,2,Flame Spirit,Ice Age,122,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.17
7,7,Flame-Wreathed Phoenix,Born of the Gods,70,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.99,$0.77
11,8,Flameblade Angel,Shadows over Innistrad,279,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.30
2,2,Flameblast Dragon,Magic 2012,116,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.55,$0.57
35,8,Flamerush Rider,Fate Reforged,32,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.31
16,8,Flameshadow Conjuring,Magic Origins,42,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.33
2,2,Flameshot,Prophecy,98,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
3,3,Flametongue Kavu,Planeshift,132,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.50,$0.47
36,8,Flamewake Phoenix,Fate Reforged,135,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.44
4,4,Flaming Sword,Mercadian Masques,157,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Flare,Mirage,2,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
2,2,Flare,Ice Age,27,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
3,3,Flash Counter,Legends,66,Played,English,0,0,0,0,0,0,0,Common,$0.15,$0.20
4,4,Flash Counter,Legends,51,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.20
4,4,Flash Flood,Legends,63,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.19
2,2,Flashfires,Revised Edition,29,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.16
4,4,Flay,Prophecy,232,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
27,8,Flayer of the Hatebound,Dark Ascension,38,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.35
26,8,Fleecemane Lion,Theros,106,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.00,$1.01
3,3,Fleetfoot Panther,Planeshift,53,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.22
34,8,Flesh // Blood,Dragon's Maze,178,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.29
1,1,Flight,Fourth Edition,123,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Flight,Revised Edition,66,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
4,4,Flight,Unlimited Edition,64,Near Mint,English,0,0,0,0,0,0,0,Common,$0.25,$0.26
2,2,Fling,Stronghold,103,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.22
6,6,Flint Golem,Nemesis,320,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
2,2,Flood,The Dark,151,Good (Lightly Played),English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.31
3,3,Flood,The Dark,150,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.31
1,1,Flooded Shoreline,Visions,33,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.44
3,3,Flooded Strand,Khans of Tarkir,132,Near Mint,English,0,0,0,0,0,0,0,Rare,$16.00,$17.07
2,2,Flowering Field,Prophecy,15,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.22
2,2,Flowstone Armor,Nemesis,137,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
7,7,Flowstone Charger,Apocalypse,138,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.17
6,6,Flowstone Crusher,Nemesis,233,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Flowstone Flood,Exodus,105,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
1,1,Flowstone Giant,Tempest,144,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.13
1,1,Flowstone Hellion,Stronghold,244,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
2,2,Flowstone Overseer,Nemesis,66,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.31
1,1,Flowstone Shambler,Stronghold,221,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Flowstone Slide,Nemesis,40,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.31
6,6,Flowstone Strike,Nemesis,143,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
4,4,Flowstone Surge,Nemesis,151,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
7,7,Flowstone Thopter,Nemesis,182,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
11,8,Flowstone Wall,Nemesis,113,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Fluctuator,Urza's Saga,36,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.50,$2.57
2,2,Flying Carpet,Revised Edition,13,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.30
39,8,Flying Crane Technique,Khans of Tarkir,35,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.27
23,8,Foe-Razer Regent,Dragons of Tarkir,59,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.34
1,1,Fog,Mirage,226,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Fog,Classic Sixth Edition,223,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.18
5,5,Fog,Revised Edition,23,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Fog Elemental,Classic Sixth Edition,271,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
2,2,Fog Elemental,Weatherlight,57,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Fog of Gnats,Urza's Legacy,15,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.17
11,8,Fog Patch,Nemesis,15,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
2,2,Foil,Prophecy,158,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.35,$0.54
1,1,Forbid,Exodus,86,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$2.00,$1.88
6,6,Forbidding Watchtower,Urza's Legacy,194,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.27
1,1,Force Spike,Legends,310,Played,English,0,0,0,0,0,0,0,Common,$0.60,$0.75
3,3,Force Spike,Legends,122,Near Mint,English,0,0,0,0,0,0,0,Common,$0.60,$0.75
28,8,Foreboding Ruins,Shadows over Innistrad,278,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.25,$2.66
1,1,Forest,Invasion,1,Near Mint,English,0,0,0,0,0,0,0,BasicLand,#N/A,$0.26
2,2,Forest,Unhinged,75,Near Mint,English,0,0,0,0,0,0,0,BasicLand,$0.00,$7.28
1,1,Forethought Amulet,Legends,249,Heavily Played,English,0,0,0,0,0,0,0,Rare,$2.08,$2.76
1,1,Forethought Amulet,Legends,112,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.25,$2.76
13,8,Forgestoker Dragon,Born of the Gods,123,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.15,$0.24
11,8,Forgotten Creation,Shadows over Innistrad,60,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.38
2,2,Fork,Revised Edition,104,Good (Lightly Played),English,0,0,0,0,0,0,0,Rare,$4.39,$4.58
5,5,Fork,Revised Edition,330,Near Mint,English,0,0,0,0,0,0,0,Rare,$4.75,$4.58
2,2,Forsaken City,Planeshift,224,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.90,$0.85
2,2,Fortified Area,Fourth Edition,207,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
14,8,Fortified Village,Shadows over Innistrad,40,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.00,$2.37
1,1,Fortitude,Urza's Saga,176,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
2,2,Foster,Mercadian Masques,25,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.32
7,7,Foul Presence,Apocalypse,133,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
37,8,Foul Renewal,Dragons of Tarkir,68,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.32
58,8,Foundry Champion,Gatecrash,112,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.15,$0.24
1,1,Fountain of Cho,Mercadian Masques,112,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.25
1,1,Fountain of Youth,The Dark,36,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.29
2,2,Fountain of Youth,The Dark,85,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.29
1,1,Fountain Watch,Mercadian Masques,79,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.75,$2.65
1,1,Foxfire,Ice Age,2,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
4,4,Frankenstein's Monster,The Dark,32,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.90,$0.89
1,1,Frantic Search,Urza's Legacy,112,Near Mint,English,0,0,0,0,0,0,0,Common,$0.40,$0.46
1,1,Freewind Falcon,Visions,79,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Frenetic Efreet,Mirage,135,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.36
4,4,Frenzied Tilling,Invasion,3,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
11,8,Fresh Meat,New Phyrexia,44,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.28
4,4,Fresh Volunteers,Mercadian Masques,145,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
23,8,From Beyond,Battle for Zendikar,33,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.90,$0.98
15,8,From Under the Floorboards,Shadows over Innistrad,153,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.42
27,8,Frontier Siege,Fate Reforged,126,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.44
17,8,Frontline Medic,Gatecrash,117,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.45
1,1,Frost Giant,Legends,7,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.50,$0.43
5,5,Frost Titan,Magic 2012,312,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$1.00,$1.07
9,8,Frozen Shade,Revised Edition,6,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.13
2,2,Fugue,Exodus,174,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.17
1,1,Funeral Charm,Visions,135,Near Mint,English,0,0,0,0,0,0,0,Common,$0.75,$0.91
6,6,Fungal Bloom,Fallen Empires,251,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.75,$0.80
2,2,Fungusaur,Revised Edition,67,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.27
4,4,Furious Assault,Mercadian Masques,3,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
2,2,Furnace Brood,Exodus,74,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Furnace Spirit,Stronghold,36,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Furyborn Hellkite,Magic 2012,36,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$2.50,$2.44
1,1,Fylgja,Ice Age,166,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Fyndhorn Bow,Ice Age,8,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.17
1,1,Fyndhorn Brownie,Ice Age,212,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
2,2,Fyndhorn Elves,Ice Age,270,Near Mint,English,0,0,0,0,0,0,0,Common,$0.40,$0.63
2,2,Gaddock Teeg,Lorwyn,37,Near Mint,English,0,0,0,0,0,0,0,Rare,$22.00,$25.87
7,7,Gaea's Balance,Apocalypse,171,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
1,1,Gaea's Blessing,Weatherlight,94,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.50,$0.73
4,4,Gaea's Bounty,Urza's Saga,132,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
2,2,Gaea's Cradle,Urza's Saga,125,Near Mint,English,0,0,0,0,0,0,0,Rare,$270.00,$260.21
1,1,Gaea's Herald,Planeshift,296,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.65,$0.70
6,6,Gaea's Might,Planeshift,159,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
22,8,Gaea's Revenge,Magic Origins,191,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.55,$0.54
4,4,Gaea's Skyfolk,Apocalypse,131,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Gaea's Touch,The Dark,45,Good (Lightly Played),English,0,0,0,0,0,0,0,Common,$0.50,$0.54
4,4,Galina's Knight,Invasion,109,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Gallowbraid,Weatherlight,176,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.33
31,8,Gallows at Willow Hill,Avacyn Restored,146,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.29
10,8,Galvanoth,Mirrodin Besieged,19,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.28
1,1,Gamble,Eternal Masters,320,Near Mint,English,0,0,0,0,0,0,0,Rare,$11.50,$12.47
2,2,Gamble,Urza's Saga,160,Near Mint,English,0,0,0,0,0,0,0,Rare,$21.00,$22.53
4,4,Game Trail,Shadows over Innistrad,224,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.00,$2.45
1,1,Gang of Elk,Urza's Legacy,128,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
1,1,Gangrenous Zombies,Ice Age,175,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,"Garruk, Primal Hunter",Magic 2013,130,Near Mint,English,0,0,0,0,0,0,0,Rare,$6.50,$6.44
9,8,Garruk's Horde,Magic 2012,20,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.27
10,8,Garruk's Horde,Magic 2014 Core Set,21,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.30,$0.32
1,1,Gaseous Form,Classic Sixth Edition,30,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Gaseous Form,Legends,104,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.19
1,1,Gaseous Form,Fourth Edition,202,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
2,2,Gauntlet of Power,Time Spiral,42,Near Mint,English,0,0,0,0,0,0,0,Rare,$15.25,$15.34
2,2,Gauntlets of Chaos,Legends,71,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.00,$2.37
1,1,Gavony Township,Innistrad,129,Near Mint,English,0,0,0,0,0,0,0,Rare,$6.00,$5.86
30,8,Gaze of Granite,Dragon's Maze,189,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.33
15,8,Geier Reach Bandit,Shadows over Innistrad,121,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.90,$0.90
8,8,Geist of Saint Traft,Innistrad,283,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$8.75,$8.83
37,8,Geist-Honored Monk,Innistrad,124,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.27
1,1,Gemstone Mine,Weatherlight,287,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$7.75,$7.55
19,8,General Tazri,Oath of the Gatewatch,52,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.99,$0.77
9,8,Genesis Hydra,Magic 2015 Core Set,46,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.90,$0.96
1,1,Genesis Wave,Scars of Mirrodin,357,Near Mint,English,0,0,0,0,0,0,0,Rare,$7.00,$7.17
8,8,Geothermal Crevice,Invasion,78,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.17
7,7,Geralf's Masterpiece,Shadows over Innistrad,66,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.99,$0.96
7,7,Geralf's Messenger,Dark Ascension,280,Near Mint,English,0,0,0,0,0,0,0,Rare,$5.00,$5.02
31,8,Geralf's Mindcrusher,Dark Ascension,16,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.31
6,6,Gerrard's Command,Planeshift,56,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
4,4,Gerrard's Irregulars,Mercadian Masques,18,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
7,7,Gerrard's Verdict,Apocalypse,193,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.32
1,1,"Geth, Lord of the Vault",Scars of Mirrodin,6,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$6.75,$7.33
16,8,Ghastly Conscription,Fate Reforged,156,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.99,$0.65
3,3,Ghitu Encampment,Urza's Legacy,139,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.25
1,1,Ghitu Fire,Invasion,111,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.30
1,1,Ghitu Slinger,Urza's Legacy,78,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
1,1,Ghitu War Cry,Urza's Legacy,104,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
1,1,Ghost Ship,The Dark,105,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
5,5,Ghost Ship,The Dark,2,Good (Lightly Played),English,0,0,0,0,0,0,0,Common,$0.10,$0.14
40,8,Ghostfire Blade,Khans of Tarkir,158,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.75,$0.75
4,4,Ghosts of the Damned,Legends,97,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.19
1,1,Ghoul's Feast,Mercadian Masques,105,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
8,8,Ghoultree,Dark Ascension,47,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.90,$0.89
8,8,Giant Adephage,Gatecrash,127,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$1.50,$1.52
1,1,Giant Caterpillar,Mercadian Masques,35,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
3,3,Giant Caterpillar,Visions,143,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
2,2,Giant Cockroach,Urza's Legacy,178,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
2,2,Giant Growth,Ice Age,106,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.17
7,7,Giant Growth,Revised Edition,60,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
5,5,Giant Shark,The Dark,61,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
1,1,Giant Slug,Legends,179,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.19
8,8,Giant Spider,Revised Edition,89,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Giant Strength,Classic Sixth Edition,107,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
3,3,Gibbering Hyenas,Mirage,126,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
10,8,"Gideon, Ally of Zendikar",Battle for Zendikar,113,Near Mint,English,0,0,0,0,0,0,0,Rare,$20.00,$20.14
1,1,Gideon's Avenger,Magic 2012,136,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.75,$0.80
30,8,Gideon's Phalanx,Magic Origins,65,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.30,$0.31
35,8,Gift of Immortality,Theros,35,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.65,$0.71
1,1,Gifts Ungiven,Modern Masters,322,Near Mint,English,0,0,0,0,0,0,0,Rare,$16.75,$18.06
18,8,Gild,Born of the Gods,86,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.27
1,1,Gilded Drake,Urza's Saga,81,Near Mint,English,0,0,0,0,0,0,0,Rare,$25.00,$24.23
1,1,Gilded Lotus,Magic 2013,87,Near Mint,English,0,0,0,0,0,0,0,Rare,$8.25,$8.54
26,8,Gilt-Leaf Winnower,Magic Origins,88,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.47
1,1,"Gisela, Blade of Goldnight",Avacyn Restored,209,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$6.25,$6.61
1,1,Gitaxian Probe,New Phyrexia,108,Near Mint,English,0,0,0,0,0,0,0,Common,$3.75,$3.85
3,3,Glacial Chasm,Ice Age,309,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.35,$0.51
4,4,Glacial Fortress,Magic 2012,53,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.25,$2.25
8,8,Glacial Fortress,Magic 2013,187,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.25,$2.41
4,4,Glade Gnarr,Apocalypse,259,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
10,8,Gladehart Cavalry,Oath of the Gatewatch,108,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.15,$0.24
